所属区域,小区名称,房屋价格,房屋面积,户型
整租·富海中心 2室1厅 西北,海淀-白石桥-富海中心,12800 元/月,116.77㎡,/
整租·中关村南大街40号 2室1厅 东北,海淀-白石桥-中关村南大街40号,9500 元/月,69.00㎡,/
整租·中关村南大街40号 3室1厅 西,海淀-白石桥-中关村南大街40号,10500 元/月,79.60㎡,/
整租·中关村南大街34号 4室1厅 东南,海淀-白石桥-中关村南大街34号,25000 元/月,173.80㎡,/
整租·金地未未来 2房间 东,精选,2500 元/月,顺义-顺义其它-金地未未来,/
整租·大柳树13号院 2室1厅 南/北,海淀-白石桥-大柳树13号院,7500 元/月,69.40㎡,/
整租·中国银行宿舍 3室1厅 南/北,海淀-白石桥-中国银行宿舍,13000 元/月,113.20㎡,/
整租·霄云路8号 4室3厅 南/西/北,朝阳-燕莎-霄云路8号,100000 元/月,449.82㎡,/
整租·国际港 2室1厅 西南,朝阳-燕莎-国际港,10000 元/月,118.00㎡,/
整租·亮马名居 3室2厅 南/北,朝阳-燕莎-亮马名居,21000 元/月,165.00㎡,/
整租·四季世家公寓 2室2厅 南,朝阳-燕莎-四季世家公寓,45000 元/月,225.67㎡,/
整租·亮马名居 1室1厅 东,朝阳-燕莎-亮马名居,12800 元/月,90.00㎡,/
整租·华龙美树 1室1厅 南,朝阳-管庄-华龙美树,5700 元/月,60.28㎡,/
整租·管庄东里 3室1厅 南/北,朝阳-管庄-管庄东里,5500 元/月,99.90㎡,/
整租·京通苑 3室1厅 西北,朝阳-管庄-京通苑,7000 元/月,90.00㎡,/
整租·紫运南里一区 2室1厅 南,精选,4899 元/月,通州-通州其它-紫运南里一区,/
整租·京通苑 1室1厅 南,朝阳-管庄-京通苑,4600 元/月,65.00㎡,/
整租·东四十二条 2室1厅 南,精选,7660 元/月,东城-东四-东四十二条,/
整租·华龙美树 1室0厅 北,朝阳-管庄-华龙美树,3600 元/月,35.00㎡,/
整租·金福家园 1室1厅 南,朝阳-定福庄-金福家园,4600 元/月,63.00㎡,/
整租·美然动力A3区 1室0厅 南,朝阳-定福庄-美然动力A3区,4500 元/月,53.14㎡,/
整租·鲁班大厦 3室1厅 东南/南,朝阳-定福庄-鲁班大厦,13500 元/月,209.00㎡,/
整租·旭辉26街区 1室1厅 LOFT 东,精选,3900 元/月,顺义-顺义其它-旭辉26街区,/
整租·红山世家 2室1厅 东,西城-广安门-红山世家,14000 元/月,92.89㎡,/
整租·京能丨电建·洺悦湾 3室1厅 南/北,大兴-旧宫-京能丨电建·洺悦湾,6500 元/月,85.91㎡,/
整租·农光南里 2室1厅 西南,朝阳-劲松-农光南里,7100 元/月,59.72㎡,/
整租·红螺馨园 2室2厅 南/北,怀柔-怀柔-红螺馨园,2900 元/月,82.00㎡,/
整租·西辛北区 2室1厅 南/北,顺义-顺义城-西辛北区,3400 元/月,72.00㎡,/
整租·永旭嘉园 3室1厅 南,大兴-瀛海-永旭嘉园,4850 元/月,88.35㎡,/
整租·华威北里 2室1厅 南,精选,7430 元/月,朝阳-潘家园-华威北里,/
整租·玺萌鹏苑 1室1厅 南,精选,5490 元/月,丰台-草桥-玺萌鹏苑,/
整租·北街家园六区 1室1厅 西,精选,3430 元/月,昌平-沙河-北街家园六区,/
整租·鲁艺上河村 3室2厅 南/北,海淀-世纪城-鲁艺上河村,27000 元/月,178.43㎡,/
整租·胜利小区 1室1厅 南,精选,3830 元/月,顺义-顺义城-胜利小区,/
整租·上奥世纪中心 2房间 西,精选,5390 元/月,昌平-西三旗-上奥世纪中心,/
整租·定福家园2号院 2室1厅 南,精选,7830 元/月,朝阳-定福庄-定福家园2号院,/
整租·首开国风美唐综合楼 2房间 东,精选,5760 元/月,昌平-回龙观-首开国风美唐综合楼,/
整租·首开缇香郡 2室1厅 南/北,通州-通州其它-首开缇香郡,3000 元/月,82.00㎡,/
整租·文慧园15号16公寓 1室1厅 西/北,海淀-小西天-文慧园15号16公寓,6600 元/月,52.85㎡,/
整租·国美第一城3号院 1室1厅 北,精选,6760 元/月,朝阳-朝青-国美第一城3号院,/
整租·林肯公园A区 3房间 南,亦庄开发区-亦庄-林肯公园A区,9000 元/月,120.00㎡,/
整租·北纬40度一期 2室1厅 东南,朝阳-望京-北纬40度一期,8600 元/月,85.35㎡,/
整租·旭辉26街区 2室2厅 LOFT 东,精选,4100 元/月,顺义-顺义其它-旭辉26街区,/
整租·北京北 1室1厅 西,精选,6690 元/月,昌平-立水桥-北京北,/
整租·紫禁壹号院北院 5室2厅 南/北,亦庄开发区-亦庄开发区其它-紫禁壹号院北院,26000 元/月,191.00㎡,/
整租·金茂北京国际社区 2室2厅 南/北,顺义-顺义其它-金茂北京国际社区,3200 元/月,71.43㎡,/
整租·南沙滩小区 2室1厅 东,精选,7290 元/月,朝阳-南沙滩-南沙滩小区,/
整租·建清园 2室1厅 南/北,海淀-学院路-建清园,8200 元/月,72.55㎡,/
整租·gogo新世代 2房间 南,丰台-方庄-gogo新世代,45000 元/月,343.00㎡,/
整租·玲珑苑 2室1厅 南/北,海淀-定慧寺-玲珑苑,12500 元/月,81.00㎡,/
整租·保利西山林语 1室1厅 北,精选,5560 元/月,海淀-海淀北部新区-保利西山林语,/
整租·远洋一方北润园 2室1厅 南,精选,6760 元/月,朝阳-双桥-远洋一方北润园,/
整租·艾瑟顿 1室1厅 南,海淀-苏州桥-艾瑟顿,8500 元/月,76.00㎡,/
整租·艾瑟顿 1室1厅 南,海淀-苏州桥-艾瑟顿,8500 元/月,76.00㎡,/
整租·大慧寺12号院 2室1厅 西南,海淀-白石桥-大慧寺12号院,9000 元/月,81.00㎡,/
整租·大柳树3号院 1室1厅 东,海淀-白石桥-大柳树3号院,6200 元/月,36.56㎡,/
整租·国家气象局 2室1厅 南/北,海淀-白石桥-国家气象局,9300 元/月,58.22㎡,/
整租·富海中心 2室1厅 西北,海淀-白石桥-富海中心,12800 元/月,116.77㎡,/
整租·中关村南大街40号 2室1厅 东北,海淀-白石桥-中关村南大街40号,9500 元/月,69.00㎡,/
整租·中关村 1室1厅 南,精选,6800 元/月,海淀-中关村-中关村,/
整租·中关村南大街40号 3室1厅 西,海淀-白石桥-中关村南大街40号,10500 元/月,79.60㎡,/
整租·康营家园四期B区 2室1厅 南,精选,5600 元/月,朝阳-中央别墅区-康营家园四期B区,/
整租·东惠家园 2室1厅 南,精选,5690 元/月,通州-通州其它-东惠家园,/
整租·绿地中央广场 3室1厅 东,精选,6300 元/月,通州-北关-绿地中央广场,/
整租·中关村南大街34号 4室1厅 东南,海淀-白石桥-中关村南大街34号,25000 元/月,173.80㎡,/
整租·大柳树13号院 2室1厅 南/北,海淀-白石桥-大柳树13号院,7500 元/月,69.40㎡,/
整租·望馨花园 2室2厅 南,精选,11500 元/月,朝阳-望京-望馨花园,/
整租·中国银行宿舍 3室1厅 南/北,海淀-白石桥-中国银行宿舍,13000 元/月,113.20㎡,/
整租·霄云路8号 4室3厅 南/西/北,朝阳-燕莎-霄云路8号,100000 元/月,449.82㎡,/
整租·国际港 2室1厅 西南,朝阳-燕莎-国际港,10000 元/月,118.00㎡,/
整租·惠新西街甲21号 1室1厅 南,精选,7490 元/月,朝阳-惠新西街-惠新西街甲21号,/
整租·亮马名居 3室2厅 南/北,朝阳-燕莎-亮马名居,21000 元/月,165.00㎡,/
整租·青年公寓 1室1厅 南,精选,5900 元/月,海淀-皂君庙-青年公寓,/
整租·四季世家公寓 2室2厅 南,朝阳-燕莎-四季世家公寓,45000 元/月,225.67㎡,/
整租·首开万科城市之光 3房间 跃层 东,精选,4200 元/月,通州-通州其它-首开万科城市之光,/
整租·亮马名居 1室1厅 东,朝阳-燕莎-亮马名居,12800 元/月,90.00㎡,/
整租·华龙美树 1室1厅 南,朝阳-管庄-华龙美树,5700 元/月,60.28㎡,/
整租·管庄东里 3室1厅 南/北,朝阳-管庄-管庄东里,5500 元/月,99.90㎡,/
整租·京通苑 3室1厅 西北,朝阳-管庄-京通苑,7000 元/月,90.00㎡,/
整租·京通苑 1室1厅 南,朝阳-管庄-京通苑,4600 元/月,65.00㎡,/
整租·华龙美树 1室0厅 北,朝阳-管庄-华龙美树,3600 元/月,35.00㎡,/
整租·金福家园 1室1厅 南,朝阳-定福庄-金福家园,4600 元/月,63.00㎡,/
整租·中关村 1室1厅 南,精选,6800 元/月,海淀-中关村-中关村,/
整租·康营家园四期B区 2室1厅 南,精选,5600 元/月,朝阳-中央别墅区-康营家园四期B区,/
整租·裕龙三区 3室1厅 南/北,顺义-顺义城-裕龙三区,4800 元/月,97.00㎡,/
整租·杨庄15号院 2室1厅 南/北,通州-通州北苑-杨庄15号院,4300 元/月,63.96㎡,/
整租·糖人街 2室1厅 西南,丰台-太平桥-糖人街,7500 元/月,79.93㎡,/
整租·金澳国际 1室0厅 西南,海淀-马甸-金澳国际,7300 元/月,55.00㎡,/
整租·七星园 3室1厅 南/北,石景山-鲁谷-七星园,6800 元/月,101.70㎡,/
整租·东惠家园 2室1厅 南,精选,5690 元/月,通州-通州其它-东惠家园,/
整租·绿地中央广场 3室1厅 东,精选,6300 元/月,通州-北关-绿地中央广场,/
整租·翠成馨园C区 2室1厅 南,朝阳-垡头-翠成馨园C区,6800 元/月,107.00㎡,/
整租·鸿坤理想城大满贯 1室1厅 东,大兴-西红门-鸿坤理想城大满贯,4200 元/月,66.58㎡,/
整租·西坝河东里 2室1厅 东南,朝阳-西坝河-西坝河东里,6900 元/月,54.00㎡,/
整租·石佛营东里105号院 2室1厅 南/北,朝阳-石佛营-石佛营东里105号院,6200 元/月,58.00㎡,/
整租·万寿园 2室1厅 东/南,海淀-万寿路-万寿园,15000 元/月,128.00㎡,/
整租·博雅国际 1室0厅 北,朝阳-望京-博雅国际,6100 元/月,50.64㎡,/
整租·后现代城C区 1室1厅 南,朝阳-大望路-后现代城C区,9500 元/月,81.48㎡,/
整租·望馨花园 2室2厅 南,精选,11500 元/月,朝阳-望京-望馨花园,/
整租·惠新西街甲21号 1室1厅 南,精选,7490 元/月,朝阳-惠新西街-惠新西街甲21号,/
整租·青年公寓 1室1厅 南,精选,5900 元/月,海淀-皂君庙-青年公寓,/
整租·首创紫悦台 3室1厅 南/北,房山-良乡-首创紫悦台,4800 元/月,95.01㎡,/
整租·将府家园 2室1厅 西南,朝阳-酒仙桥-将府家园,7700 元/月,95.00㎡,/
整租·西马庄园 1室1厅 东/西,通州-通州北苑-西马庄园,3500 元/月,55.50㎡,/
整租·首开万科城市之光 3房间 跃层 东,精选,4200 元/月,通州-通州其它-首开万科城市之光,/
整租·北纬40度一期 2室2厅 南,朝阳-望京-北纬40度一期,8500 元/月,84.67㎡,/
整租·新康园 2室1厅 东/南,海淀-西三旗-新康园,6500 元/月,87.38㎡,/
整租·北京东湾 1室1厅 东,精选,5400 元/月,通州-万达-北京东湾,/
整租·永顺南街306号 2室1厅 南/北,通州-万达-永顺南街306号,3800 元/月,65.00㎡,/
整租·月亮城堡 1室1厅 东,通州-武夷花园-月亮城堡,3300 元/月,58.00㎡,/
整租·长阳国际城一区 3室1厅 南/北,房山-长阳-长阳国际城一区,4600 元/月,89.00㎡,/
整租·裘马都 4室2厅 南/北,朝阳-三元桥-裘马都,40000 元/月,295.00㎡,/
整租·柳浪家园南里 1室1厅 东,精选,6590 元/月,海淀-马连洼-柳浪家园南里,/
整租·炫立方 2房间 东,精选,3760 元/月,顺义-顺义其它-炫立方,/
整租·莱圳家园 1室1厅 北,精选,6460 元/月,海淀-清河-莱圳家园,/
整租·三里河二区 2室1厅 南,精选,8960 元/月,"西城-[月坛,",/
整租·艾瑟顿 1室1厅 南,海淀-苏州桥-艾瑟顿,8500 元/月,76.00㎡,/
整租·艾瑟顿 1室1厅 南,海淀-苏州桥-艾瑟顿,8500 元/月,76.00㎡,/
整租·华龙苑中里 2室1厅 南,精选,5790 元/月,昌平-霍营-华龙苑中里,/
整租·大慧寺12号院 2室1厅 西南,海淀-白石桥-大慧寺12号院,9000 元/月,81.00㎡,/
整租·大柳树3号院 1室1厅 东,海淀-白石桥-大柳树3号院,6200 元/月,36.56㎡,/
整租·国家气象局 2室1厅 南/北,海淀-白石桥-国家气象局,9300 元/月,58.22㎡,/
整租·富海中心 2室1厅 西北,海淀-白石桥-富海中心,12800 元/月,116.77㎡,/
整租·中关村南大街40号 2室1厅 东北,海淀-白石桥-中关村南大街40号,9500 元/月,69.00㎡,/
整租·中关村南大街40号 3室1厅 西,海淀-白石桥-中关村南大街40号,10500 元/月,79.60㎡,/
整租·中关村南大街34号 4室1厅 东南,海淀-白石桥-中关村南大街34号,25000 元/月,173.80㎡,/
整租·大柳树13号院 2室1厅 南/北,海淀-白石桥-大柳树13号院,7500 元/月,69.40㎡,/
整租·中国银行宿舍 3室1厅 南/北,海淀-白石桥-中国银行宿舍,13000 元/月,113.20㎡,/
整租·万方景轩 1室1厅 北,精选,7890 元/月,朝阳-太阳宫-万方景轩,/
整租·城市亮点 1室1厅 北,精选,5430 元/月,东城-永定门-城市亮点,/
整租·永乐东区 2室1厅 东,精选,5660 元/月,石景山-鲁谷-永乐东区,/
整租·霄云路8号 4室3厅 南/西/北,朝阳-燕莎-霄云路8号,100000 元/月,449.82㎡,/
整租·国际港 2室1厅 西南,朝阳-燕莎-国际港,10000 元/月,118.00㎡,/
整租·亮马名居 3室2厅 南/北,朝阳-燕莎-亮马名居,21000 元/月,165.00㎡,/
整租·四季世家公寓 2室2厅 南,朝阳-燕莎-四季世家公寓,45000 元/月,225.67㎡,/
整租·志新村 1室1厅 东南,精选,6990 元/月,海淀-二里庄-志新村,/
整租·东亚望京中心 2房间 西北,精选,6460 元/月,朝阳-望京-东亚望京中心,/
整租·亮马名居 1室1厅 东,朝阳-燕莎-亮马名居,12800 元/月,90.00㎡,/
整租·北花园小区3号院 1室1厅 南,精选,5230 元/月,朝阳-双桥-北花园小区3号院,/
整租·华龙美树 1室1厅 南,朝阳-管庄-华龙美树,5700 元/月,60.28㎡,/
整租·管庄东里 3室1厅 南/北,朝阳-管庄-管庄东里,5500 元/月,99.90㎡,/
整租·京通苑 3室1厅 西北,朝阳-管庄-京通苑,7000 元/月,90.00㎡,/
整租·IDCITY艾迪城 4房间 南,顺义-后沙峪-IDCITY艾迪城,10000 元/月,85.00㎡,/
整租·柳浪家园南里 1室1厅 东,精选,6590 元/月,海淀-马连洼-柳浪家园南里,/
整租·炫立方 2房间 东,精选,3760 元/月,顺义-顺义其它-炫立方,/
整租·首开万科台湖新城V公馆 3房间 南/北,通州-通州其它-首开万科台湖新城V公馆,4300 元/月,60.00㎡,/
整租·建新北区 2室1厅 南/北,顺义-顺义城-建新北区,3100 元/月,59.00㎡,/
整租·熙公馆 3房间 南,丰台-青塔-熙公馆,5600 元/月,95.00㎡,/
整租·莱圳家园 1室1厅 北,精选,6460 元/月,海淀-清河-莱圳家园,/
整租·三里河二区 2室1厅 南,精选,8960 元/月,"西城-[月坛,",/
整租·龍祥小區 4室2厅 复式 南/北,怀柔-怀柔-龍祥小區,4500 元/月,163.80㎡,/
整租·华龙苑中里 2室1厅 南,精选,5790 元/月,昌平-霍营-华龙苑中里,/
整租·新外大街21号院 3室1厅 南/北,海淀-小西天-新外大街21号院,12800 元/月,94.70㎡,/
整租·北京像素北区 3房间 南,朝阳-常营-北京像素北区,7100 元/月,51.00㎡,/
整租·辛店小区 2室1厅 南/北,大兴-观音寺-辛店小区,3600 元/月,75.60㎡,/
整租·公园1872 4室2厅 南/北,朝阳-石佛营-公园1872,45000 元/月,279.75㎡,/
整租·万方景轩 1室1厅 北,精选,7890 元/月,朝阳-太阳宫-万方景轩,/
整租·方圆公寓 1室1厅 北,海淀-白石桥-方圆公寓,16000 元/月,118.00㎡,/
整租·城市亮点 1室1厅 北,精选,5430 元/月,东城-永定门-城市亮点,/
整租·中海城圣朝菲 4室2厅 南/北,朝阳-成寿寺-中海城圣朝菲,13000 元/月,182.00㎡,/
整租·领地OFFICE 2室1厅 东,朝阳-奥林匹克公园-领地OFFICE,12600 元/月,111.35㎡,/
整租·金泉时代 1室0厅 南,朝阳-亚运村-金泉时代,13000 元/月,85.00㎡,/
整租·南湖渠三巷6号院 3室1厅 南/北,朝阳-望京-南湖渠三巷6号院,8700 元/月,90.75㎡,/
整租·永乐东区 2室1厅 东,精选,5660 元/月,石景山-鲁谷-永乐东区,/
整租·左右坊 1室0厅 西,丰台-马家堡-左右坊,4500 元/月,38.00㎡,/
整租·志新村 1室1厅 东南,精选,6990 元/月,海淀-二里庄-志新村,/
整租·保利中央公园 3室2厅 南/北,朝阳-望京-保利中央公园,24000 元/月,148.00㎡,/
整租·日坛国际公寓 2室1厅 东南,朝阳-朝阳门外-日坛国际公寓,14500 元/月,108.85㎡,/
整租·宜品上层 1房间 南,海淀-上地-宜品上层,7000 元/月,58.00㎡,/
整租·东亚望京中心 2房间 西北,精选,6460 元/月,朝阳-望京-东亚望京中心,/
整租·望京花园西区 2室2厅 南,朝阳-望京-望京花园西区,8600 元/月,80.00㎡,/
整租·垂杨柳南里 2室1厅 南/北,朝阳-劲松-垂杨柳南里,6200 元/月,48.81㎡,/
整租·艾瑟顿 1室1厅 南,海淀-苏州桥-艾瑟顿,8500 元/月,76.00㎡,/
整租·艾瑟顿 1室1厅 南,海淀-苏州桥-艾瑟顿,8500 元/月,76.00㎡,/
整租·大慧寺12号院 2室1厅 西南,海淀-白石桥-大慧寺12号院,9000 元/月,81.00㎡,/
整租·大柳树3号院 1室1厅 东,海淀-白石桥-大柳树3号院,6200 元/月,36.56㎡,/
整租·国家气象局 2室1厅 南/北,海淀-白石桥-国家气象局,9300 元/月,58.22㎡,/
整租·富海中心 2室1厅 西北,海淀-白石桥-富海中心,12800 元/月,116.77㎡,/
整租·中关村南大街40号 2室1厅 东北,海淀-白石桥-中关村南大街40号,9500 元/月,69.00㎡,/
整租·中关村南大街40号 3室1厅 西,海淀-白石桥-中关村南大街40号,10500 元/月,79.60㎡,/
整租·中关村南大街34号 4室1厅 东南,海淀-白石桥-中关村南大街34号,25000 元/月,173.80㎡,/
整租·大柳树13号院 2室1厅 南/北,海淀-白石桥-大柳树13号院,7500 元/月,69.40㎡,/
整租·中国银行宿舍 3室1厅 南/北,海淀-白石桥-中国银行宿舍,13000 元/月,113.20㎡,/
整租·霄云路8号 4室3厅 南/西/北,朝阳-燕莎-霄云路8号,100000 元/月,449.82㎡,/
整租·国际港 2室1厅 西南,朝阳-燕莎-国际港,10000 元/月,118.00㎡,/
整租·亮马名居 3室2厅 南/北,朝阳-燕莎-亮马名居,21000 元/月,165.00㎡,/
整租·西便门内大街79号院 1室1厅 北,精选,6330 元/月,西城-长椿街-西便门内大街79号院,/
整租·四季世家公寓 2室2厅 南,朝阳-燕莎-四季世家公寓,45000 元/月,225.67㎡,/
整租·康缘居 2室1厅 南,精选,6730 元/月,丰台-角门-康缘居,/
整租·金地未未来 2房间 东,精选,2500 元/月,顺义-顺义其它-金地未未来,/
整租·亮马名居 1室1厅 东,朝阳-燕莎-亮马名居,12800 元/月,90.00㎡,/
